name,pokemonid,formid,formname,gen,release,type1,type2,species,height,weight,gender,catch_rate,base_exp,egg_cycles,friendship,growth_rate,hp,attack,defense,spatk,spdef,speed,ev_hp,ev_attack,ev_defense,ev_spatk,ev_spdef,ev_speed,group
glalie-mega,glalie,mega,Mega Glalie,6,omega-ruby-alpha-sapphire,ice,,Face,2.1,350.2,4:4,75.0,203.0,20.0,50.0,medium fast,80,120,80,120,80,100,2.0,,,,,,sredniaki
spheal,spheal,,,3,ruby-sapphire,ice,water,Clap,0.8,39.5,4:4,255.0,58.0,20.0,50.0,medium slow,70,40,50,55,50,25,1.0,,,,,,sredniaki
sealeo,sealeo,,,3,ruby-sapphire,ice,water,Ball Roll,1.1,87.6,4:4,120.0,144.0,20.0,50.0,medium slow,90,60,70,75,70,45,2.0,,,,,,sredniaki
walrein,walrein,,,3,ruby-sapphire,ice,water,Ice Break,1.4,150.6,4:4,45.0,239.0,20.0,50.0,medium slow,110,80,90,95,90,65,3.0,,,,,,sredniaki
clamperl,clamperl,,,3,ruby-sapphire,water,,Bivalve,0.4,52.5,4:4,255.0,69.0,20.0,50.0,erratic,35,64,85,74,55,32,,,1.0,,,,sredniaki
huntail,huntail,,,3,ruby-sapphire,water,,Deep Sea,1.7,27.0,4:4,60.0,170.0,20.0,50.0,erratic,55,104,105,94,75,52,,1.0,1.0,,,,sredniaki
gorebyss,gorebyss,,,3,ruby-sapphire,water,,South Sea,1.8,22.6,4:4,60.0,170.0,20.0,50.0,erratic,55,84,105,114,75,52,,,,2.0,,,sredniaki
relicanth,relicanth,,,3,ruby-sapphire,water,rock,Longevity,1.0,23.4,1:7,25.0,170.0,40.0,50.0,slow,100,90,130,45,65,55,1.0,,1.0,,,,sredniaki
luvdisc,luvdisc,,,3,ruby-sapphire,water,,Rendezvous,0.6,8.7,6:2,225.0,116.0,20.0,50.0,fast,43,30,55,40,65,97,,,,,,1.0,sredniaki
bagon,bagon,,,3,ruby-sapphire,dragon,,Rock Head,0.6,42.1,4:4,45.0,60.0,40.0,35.0,slow,45,75,60,40,30,50,,1.0,,,,,elita
shelgon,shelgon,,,3,ruby-sapphire,dragon,,Endurance,1.1,110.5,4:4,45.0,147.0,40.0,35.0,slow,65,95,100,60,50,50,,,2.0,,,,elita
salamence,salamence,,,3,ruby-sapphire,dragon,flying,Dragon,1.5,102.6,4:4,45.0,300.0,40.0,35.0,slow,95,135,80,110,80,100,,3.0,,,,,elita
salamence-mega,salamence,mega,Mega Salamence,6,omega-ruby-alpha-sapphire,dragon,flying,Dragon,1.8,112.6,4:4,45.0,315.0,40.0,35.0,slow,95,145,130,120,90,120,,3.0,,,,,elita
beldum,beldum,,,3,ruby-sapphire,steel,psychic,Iron Ball,0.6,95.2,genderless,3.0,60.0,40.0,35.0,slow,40,55,80,35,60,30,,,1.0,,,,grubole
metang,metang,,,3,ruby-sapphire,steel,psychic,Iron Claw,1.2,202.5,genderless,3.0,147.0,40.0,35.0,slow,60,75,100,55,80,50,,,2.0,,,,grubole
metagross,metagross,,,3,ruby-sapphire,steel,psychic,Iron Leg,1.6,550.0,genderless,3.0,270.0,40.0,35.0,slow,80,135,130,95,90,70,,,3.0,,,,grubole
metagross-mega,metagross,mega,Mega Metagross,6,omega-ruby-alpha-sapphire,steel,psychic,Iron Leg,2.5,942.9,genderless,3.0,315.0,40.0,35.0,slow,80,145,150,105,110,110,,,3.0,,,,grubole
regirock,regirock,,,3,ruby-sapphire,rock,,Rock Peak,1.7,230.0,genderless,3.0,261.0,80.0,35.0,slow,80,100,200,50,100,50,,,3.0,,,,grubole
regice,regice,,,3,ruby-sapphire,ice,,Iceberg,1.8,175.0,genderless,3.0,261.0,80.0,35.0,slow,80,50,100,100,200,50,,,,,3.0,,sredniaki
registeel,registeel,,,3,ruby-sapphire,steel,,Iron,1.9,205.0,genderless,3.0,261.0,80.0,35.0,slow,80,75,150,75,150,50,,,2.0,,1.0,,grubole
latias,latias,,,3,ruby-sapphire,dragon,psychic,Eon,1.4,40.0,8:0,3.0,270.0,120.0,90.0,slow,80,80,90,110,130,110,,,,,3.0,,elita
latias-mega,latias,mega,Mega Latias,6,omega-ruby-alpha-sapphire,dragon,psychic,Eon,1.8,52.0,8:0,3.0,315.0,120.0,90.0,slow,80,100,120,140,150,110,,,,,3.0,,elita
latios,latios,,,3,ruby-sapphire,dragon,psychic,Eon,2.0,60.0,0,3.0,270.0,120.0,90.0,slow,80,90,80,130,110,110,,,,3.0,,,elita
latios-mega,latios,mega,Mega Latios,6,omega-ruby-alpha-sapphire,dragon,psychic,Eon,2.3,70.0,0,3.0,315.0,120.0,90.0,slow,80,130,100,160,120,110,,,,3.0,,,elita
kyogre,kyogre,,,3,ruby-sapphire,water,,Sea Basin,4.5,352.0,genderless,3.0,335.0,120.0,0.0,slow,100,100,90,150,140,90,,,,3.0,,,sredniaki
kyogre-primal,kyogre,primal,Primal Kyogre,6,omega-ruby-alpha-sapphire,water,,Sea Basin,9.8,430.0,genderless,5.0,347.0,120.0,0.0,slow,100,150,90,180,160,90,,,,3.0,,,sredniaki
groudon,groudon,,,3,ruby-sapphire,ground,,Continent,3.5,950.0,genderless,3.0,335.0,120.0,0.0,slow,100,150,140,100,90,90,,3.0,,,,,grubole
groudon-primal,groudon,primal,Primal Groudon,6,omega-ruby-alpha-sapphire,ground,fire,Continent,5.0,999.7,genderless,5.0,347.0,120.0,0.0,slow,100,180,160,150,90,90,,3.0,,,,,grubole
rayquaza,rayquaza,,,3,ruby-sapphire,dragon,flying,Sky High,7.0,206.5,genderless,45.0,340.0,120.0,0.0,slow,105,150,90,150,90,95,,2.0,,1.0,,,elita
rayquaza-mega,rayquaza,mega,Mega Rayquaza,6,omega-ruby-alpha-sapphire,dragon,flying,Sky High,10.8,392.0,genderless,3.0,351.0,120.0,0.0,slow,105,180,100,180,100,115,,2.0,,1.0,,,elita
jirachi,jirachi,,,3,ruby-sapphire,steel,psychic,Wish,0.3,1.1,genderless,3.0,270.0,120.0,100.0,slow,100,100,100,100,100,100,3.0,,,,,,grubole
deoxys-normal,deoxys,normal,Normal Forme,3,ruby-sapphire,psychic,,DNA,1.7,60.8,genderless,3.0,270.0,120.0,0.0,slow,50,150,50,150,50,150,,1.0,,1.0,,1.0,specjalni
deoxys-attack,deoxys,attack,Attack Forme,3,ruby-sapphire,psychic,,DNA,1.7,60.8,genderless,3.0,270.0,120.0,0.0,slow,50,180,20,180,20,150,,2.0,,1.0,,,specjalni
deoxys-defense,deoxys,defense,Defense Forme,3,ruby-sapphire,psychic,,DNA,1.7,60.8,genderless,3.0,270.0,120.0,0.0,slow,50,70,160,70,160,90,,,2.0,,1.0,,specjalni
deoxys-speed,deoxys,speed,Speed Forme,3,ruby-sapphire,psychic,,DNA,1.7,60.8,genderless,3.0,270.0,120.0,0.0,slow,50,95,90,95,90,180,,,,,,3.0,specjalni
turtwig,turtwig,,,4,diamond-pearl,grass,,Tiny Leaf,0.4,10.2,1:7,45.0,64.0,20.0,50.0,medium slow,55,68,64,45,55,31,,1.0,,,,,sredniaki
grotle,grotle,,,4,diamond-pearl,grass,,Grove,1.1,97.0,1:7,45.0,142.0,20.0,50.0,medium slow,75,89,85,55,65,36,,1.0,1.0,,,,sredniaki
torterra,torterra,,,4,diamond-pearl,grass,ground,Continent,2.2,310.0,1:7,45.0,236.0,20.0,50.0,medium slow,95,109,105,75,85,56,,2.0,1.0,,,,sredniaki
chimchar,chimchar,,,4,diamond-pearl,fire,,Chimp,0.5,6.2,1:7,45.0,62.0,20.0,50.0,medium slow,44,58,44,58,44,61,,,,,,1.0,specjalni
monferno,monferno,,,4,diamond-pearl,fire,fighting,Playful,0.9,22.0,1:7,45.0,142.0,20.0,50.0,medium slow,64,78,52,78,52,81,,,,1.0,,1.0,specjalni
infernape,infernape,,,4,diamond-pearl,fire,fighting,Flame,1.2,55.0,1:7,45.0,240.0,20.0,50.0,medium slow,76,104,71,104,71,108,,1.0,,1.0,,1.0,specjalni
piplup,piplup,,,4,diamond-pearl,water,,Penguin,0.4,5.2,1:7,45.0,63.0,20.0,50.0,medium slow,53,51,53,61,56,40,,,,1.0,,,sredniaki
prinplup,prinplup,,,4,diamond-pearl,water,,Penguin,0.8,23.0,1:7,45.0,142.0,20.0,50.0,medium slow,64,66,68,81,76,50,,,,2.0,,,sredniaki
empoleon,empoleon,,,4,diamond-pearl,water,steel,Emperor,1.7,84.5,1:7,45.0,239.0,20.0,50.0,medium slow,84,86,88,111,101,60,,,,3.0,,,sredniaki
starly,starly,,,4,diamond-pearl,normal,flying,Starling,0.3,2.0,4:4,255.0,49.0,15.0,50.0,medium slow,40,55,30,30,30,60,,,,,,1.0,sredniaki
staravia,staravia,,,4,diamond-pearl,normal,flying,Starling,0.6,15.5,4:4,120.0,119.0,15.0,50.0,medium slow,55,75,50,40,40,80,,,,,,2.0,sredniaki
staraptor,staraptor,,,4,diamond-pearl,normal,flying,Predator,1.2,24.9,4:4,45.0,243.0,15.0,50.0,medium slow,85,120,70,50,60,100,,3.0,,,,,sredniaki
bidoof,bidoof,,,4,diamond-pearl,normal,,Plump Mouse,0.5,20.0,4:4,255.0,50.0,15.0,50.0,medium fast,59,45,40,35,40,31,1.0,,,,,,sredniaki
bibarel,bibarel,,,4,diamond-pearl,normal,water,Beaver,1.0,31.5,4:4,127.0,144.0,15.0,50.0,medium fast,79,85,60,55,60,71,,2.0,,,,,sredniaki
kricketot,kricketot,,,4,diamond-pearl,bug,,Cricket,0.3,2.2,4:4,255.0,39.0,15.0,50.0,medium slow,37,25,41,25,41,25,,,1.0,,,,sredniaki
kricketune,kricketune,,,4,diamond-pearl,bug,,Cricket,1.0,25.5,4:4,45.0,134.0,15.0,50.0,medium slow,77,85,51,55,51,65,,2.0,,,,,sredniaki
shinx,shinx,,,4,diamond-pearl,electric,,Flash,0.5,9.5,4:4,235.0,53.0,20.0,50.0,medium slow,45,65,34,40,34,45,,1.0,,,,,specjalni
luxio,luxio,,,4,diamond-pearl,electric,,Spark,0.9,30.5,4:4,120.0,127.0,20.0,100.0,medium slow,60,85,49,60,49,60,,2.0,,,,,specjalni
luxray,luxray,,,4,diamond-pearl,electric,,Gleam Eyes,1.4,42.0,4:4,45.0,262.0,20.0,50.0,medium slow,80,120,79,95,79,70,,3.0,,,,,specjalni
budew,budew,,,4,diamond-pearl,grass,poison,Bud,0.2,1.2,4:4,255.0,56.0,20.0,50.0,medium slow,40,30,35,50,70,55,,,,1.0,,,sredniaki
roserade,roserade,,,4,diamond-pearl,grass,poison,Bouquet,0.9,14.5,4:4,75.0,232.0,20.0,50.0,medium slow,60,70,65,125,105,90,,,,3.0,,,sredniaki
cranidos,cranidos,,,4,diamond-pearl,rock,,Head Butt,0.9,31.5,1:7,45.0,70.0,30.0,50.0,erratic,67,125,40,30,30,58,,1.0,,,,,grubole
rampardos,rampardos,,,4,diamond-pearl,rock,,Head Butt,1.6,102.5,1:7,45.0,173.0,30.0,50.0,erratic,97,165,60,65,50,58,,2.0,,,,,grubole
shieldon,shieldon,,,4,diamond-pearl,rock,steel,Shield,0.5,57.0,1:7,45.0,70.0,30.0,50.0,erratic,30,42,118,42,88,30,,,1.0,,,,grubole
bastiodon,bastiodon,,,4,diamond-pearl,rock,steel,Shield,1.3,149.5,1:7,45.0,173.0,30.0,50.0,erratic,60,52,168,47,138,30,,,2.0,,,,grubole
burmy-plant,burmy,plant,Plant Cloak,4,diamond-pearl,bug,,Bagworm,0.2,3.4,4:4,120.0,45.0,15.0,50.0,medium fast,40,29,45,29,45,36,,,,,1.0,,sredniaki
burmy-sandy,burmy,sandy,Sandy Cloak,4,diamond-pearl,bug,,Bagworm,0.2,3.4,4:4,120.0,45.0,15.0,50.0,medium fast,40,29,45,29,45,36,,,,,1.0,,sredniaki
burmy-trash,burmy,trash,Trash Cloak,4,diamond-pearl,bug,,Bagworm,0.2,3.4,4:4,120.0,45.0,15.0,50.0,medium fast,40,29,45,29,45,36,,,,,1.0,,sredniaki
wormadam-plant,wormadam,plant,Plant Cloak,4,diamond-pearl,bug,grass,Bagworm,0.5,6.5,8:0,45.0,148.0,15.0,50.0,medium fast,60,59,85,79,105,36,,,,,2.0,,sredniaki
wormadam-sandy,wormadam,sandy,Sandy Cloak,4,diamond-pearl,bug,ground,Bagworm,0.5,6.5,8:0,45.0,148.0,15.0,50.0,medium fast,60,79,105,59,85,36,,,2.0,,,,sredniaki
wormadam-trash,wormadam,trash,Trash Cloak,4,diamond-pearl,bug,steel,Bagworm,0.5,6.5,8:0,45.0,148.0,15.0,50.0,medium fast,60,69,95,69,95,36,,,1.0,,1.0,,sredniaki
mothim,mothim,,,4,diamond-pearl,bug,flying,Moth,0.9,23.3,0,45.0,148.0,15.0,50.0,medium fast,70,94,50,94,50,66,,1.0,,1.0,,,sredniaki
combee,combee,,,4,diamond-pearl,bug,flying,Tiny Bee,0.3,5.5,1:7,120.0,49.0,15.0,50.0,medium slow,30,30,42,30,42,70,,,,,,1.0,sredniaki
vespiquen,vespiquen,,,4,diamond-pearl,bug,flying,Beehive,1.2,38.5,8:0,45.0,166.0,15.0,50.0,medium slow,70,80,102,80,102,40,,,1.0,,1.0,,sredniaki
pachirisu,pachirisu,,,4,diamond-pearl,electric,,EleSquirrel,0.4,3.9,4:4,200.0,142.0,10.0,100.0,medium fast,60,45,70,45,90,95,,,,,,1.0,specjalni
buizel,buizel,,,4,diamond-pearl,water,,Sea Weasel,0.7,29.5,4:4,190.0,66.0,20.0,50.0,medium fast,55,65,35,60,30,85,,,,,,1.0,sredniaki
floatzel,floatzel,,,4,diamond-pearl,water,,Sea Weasel,1.1,33.5,4:4,75.0,173.0,20.0,50.0,medium fast,85,105,55,85,50,115,,,,,,2.0,sredniaki
cherubi,cherubi,,,4,diamond-pearl,grass,,Cherry,0.4,3.3,4:4,190.0,55.0,20.0,50.0,medium fast,45,35,45,62,53,35,,,,1.0,,,sredniaki
cherrim,cherrim,,,4,diamond-pearl,grass,,Blossom,0.5,9.3,4:4,75.0,158.0,20.0,50.0,medium fast,70,60,70,87,78,85,,,,2.0,,,sredniaki
shellos,shellos,,,4,diamond-pearl,water,,Sea Slug,0.3,6.3,4:4,190.0,65.0,20.0,50.0,medium fast,76,48,48,57,62,34,1.0,,,,,,sredniaki
gastrodon,gastrodon,,,4,diamond-pearl,water,ground,Sea Slug,0.9,29.9,4:4,75.0,166.0,20.0,50.0,medium fast,111,83,68,92,82,39,2.0,,,,,,sredniaki
ambipom,ambipom,,,4,diamond-pearl,normal,,Long Tail,1.2,20.3,4:4,45.0,169.0,20.0,100.0,fast,75,100,66,60,66,115,,,,,,2.0,sredniaki
drifloon,drifloon,,,4,diamond-pearl,ghost,flying,Balloon,0.4,1.2,4:4,125.0,70.0,30.0,50.0,fluctuating,90,50,34,60,44,70,1.0,,,,,,specjalni
drifblim,drifblim,,,4,diamond-pearl,ghost,flying,Blimp,1.2,15.0,4:4,60.0,174.0,30.0,50.0,fluctuating,150,80,44,90,54,80,2.0,,,,,,specjalni
buneary,buneary,,,4,diamond-pearl,normal,,Rabbit,0.4,5.5,4:4,190.0,70.0,20.0,0.0,medium fast,55,66,44,44,56,85,,,,,,1.0,sredniaki
lopunny,lopunny,,,4,diamond-pearl,normal,,Rabbit,1.2,33.3,4:4,60.0,168.0,20.0,140.0,medium fast,65,76,84,54,96,105,,,,,,2.0,sredniaki
lopunny-mega,lopunny,mega,Mega Lopunny,6,omega-ruby-alpha-sapphire,normal,fighting,Rabbit,1.3,28.3,4:4,60.0,203.0,20.0,140.0,medium fast,65,136,94,54,96,135,,,,,,2.0,sredniaki
mismagius,mismagius,,,4,diamond-pearl,ghost,,Magical,0.9,4.4,4:4,45.0,173.0,25.0,35.0,fast,60,60,60,105,105,105,,,,1.0,1.0,,specjalni
honchkrow,honchkrow,,,4,diamond-pearl,dark,flying,Big Boss,0.9,27.3,4:4,30.0,177.0,20.0,35.0,medium slow,100,125,52,105,52,71,,2.0,,,,,agresorzy
glameow,glameow,,,4,diamond-pearl,normal,,Catty,0.5,3.9,6:2,190.0,62.0,20.0,50.0,fast,49,55,42,42,37,85,,,,,,1.0,sredniaki
purugly,purugly,,,4,diamond-pearl,normal,,Tiger Cat,1.0,43.8,6:2,75.0,158.0,20.0,50.0,fast,71,82,64,64,59,112,,,,,,2.0,sredniaki
chingling,chingling,,,4,diamond-pearl,psychic,,Bell,0.2,0.6,4:4,120.0,57.0,25.0,50.0,fast,45,30,50,65,50,45,,,,1.0,,,specjalni
stunky,stunky,,,4,diamond-pearl,poison,dark,Skunk,0.4,19.2,4:4,225.0,66.0,20.0,50.0,medium fast,63,63,47,41,41,74,,,,,,1.0,sredniaki
skuntank,skuntank,,,4,diamond-pearl,poison,dark,Skunk,1.0,38.0,4:4,60.0,168.0,20.0,50.0,medium fast,103,93,67,71,61,84,2.0,,,,,,sredniaki
bronzor,bronzor,,,4,diamond-pearl,steel,psychic,Bronze,0.5,60.5,genderless,255.0,60.0,20.0,50.0,medium fast,57,24,86,24,86,23,,,1.0,,,,grubole
bronzong,bronzong,,,4,diamond-pearl,steel,psychic,Bronze Bell,1.3,187.0,genderless,90.0,175.0,20.0,50.0,medium fast,67,89,116,79,116,33,,,1.0,,1.0,,grubole
bonsly,bonsly,,,4,diamond-pearl,rock,,Bonsai,0.5,15.0,4:4,255.0,58.0,20.0,50.0,medium fast,50,80,95,10,45,10,,,1.0,,,,grubole
mime-jr,mime-jr,,,4,diamond-pearl,psychic,fairy,Mime,0.6,13.0,4:4,145.0,62.0,25.0,50.0,medium fast,20,25,45,70,90,60,,,,,1.0,,specjalni
happiny,happiny,,,4,diamond-pearl,normal,,Playhouse,0.6,24.4,8:0,130.0,110.0,40.0,140.0,fast,100,5,5,15,65,30,1.0,,,,,,sredniaki
chatot,chatot,,,4,diamond-pearl,normal,flying,Music Note,0.5,1.9,4:4,30.0,144.0,20.0,35.0,medium slow,76,65,45,92,42,91,,1.0,,,,,sredniaki
spiritomb,spiritomb,,,4,diamond-pearl,ghost,dark,Forbidden,1.0,108.0,4:4,100.0,170.0,30.0,50.0,medium fast,50,92,108,92,108,35,,,1.0,,1.0,,specjalni
gible,gible,,,4,diamond-pearl,dragon,ground,Land Shark,0.7,20.5,4:4,45.0,60.0,40.0,50.0,slow,58,70,45,40,45,42,,1.0,,,,,elita
gabite,gabite,,,4,diamond-pearl,dragon,ground,Cave,1.4,56.0,4:4,45.0,144.0,40.0,50.0,slow,68,90,65,50,55,82,,2.0,,,,,elita
garchomp,garchomp,,,4,diamond-pearl,dragon,ground,Mach,1.9,95.0,4:4,45.0,300.0,40.0,50.0,slow,108,130,95,80,85,102,,3.0,,,,,elita
garchomp-mega,garchomp,mega,Mega Garchomp,6,x-y,dragon,ground,Mach,1.9,95.0,4:4,45.0,315.0,40.0,50.0,slow,108,170,115,120,95,92,,3.0,,,,,elita
munchlax,munchlax,,,4,diamond-pearl,normal,,Big Eater,0.6,105.0,1:7,50.0,78.0,40.0,50.0,slow,135,85,40,40,85,5,1.0,,,,,,sredniaki
riolu,riolu,,,4,diamond-pearl,fighting,,Emanation,0.7,20.2,1:7,75.0,57.0,25.0,50.0,medium slow,40,70,40,35,40,60,,1.0,,,,,agresorzy
lucario,lucario,,,4,diamond-pearl,fighting,steel,Aura,1.2,54.0,1:7,45.0,184.0,25.0,50.0,medium slow,70,110,70,115,70,90,,1.0,,1.0,,,agresorzy
lucario-mega,lucario,mega,Mega Lucario,6,x-y,fighting,steel,Aura,1.3,57.5,1:7,45.0,219.0,25.0,50.0,medium slow,70,145,88,140,70,112,,1.0,,1.0,,,agresorzy
hippopotas,hippopotas,,,4,diamond-pearl,ground,,Hippo,0.8,49.5,4:4,140.0,66.0,30.0,50.0,slow,68,72,78,38,42,32,,,1.0,,,,grubole
hippowdon,hippowdon,,,4,diamond-pearl,ground,,Heavyweight,2.0,300.0,4:4,60.0,184.0,30.0,50.0,slow,108,112,118,68,72,47,,,2.0,,,,grubole
skorupi,skorupi,,,4,diamond-pearl,poison,bug,Scorpion,0.8,12.0,4:4,120.0,66.0,20.0,50.0,slow,40,50,90,30,55,65,,,1.0,,,,sredniaki
drapion,drapion,,,4,diamond-pearl,poison,dark,Ogre Scorp,1.3,61.5,4:4,45.0,175.0,20.0,50.0,slow,70,90,110,60,75,95,,,2.0,,,,sredniaki
croagunk,croagunk,,,4,diamond-pearl,poison,fighting,Toxic Mouth,0.7,23.0,4:4,140.0,60.0,10.0,100.0,medium fast,48,61,40,61,40,50,,1.0,,,,,sredniaki
toxicroak,toxicroak,,,4,diamond-pearl,poison,fighting,Toxic Mouth,1.3,44.4,4:4,75.0,172.0,20.0,50.0,medium fast,83,106,65,86,65,85,,2.0,,,,,sredniaki
carnivine,carnivine,,,4,diamond-pearl,grass,,Bug Catcher,1.4,27.0,4:4,200.0,159.0,25.0,50.0,slow,74,100,72,90,72,46,,2.0,,,,,sredniaki
finneon,finneon,,,4,diamond-pearl,water,,Wing Fish,0.4,7.0,4:4,190.0,66.0,20.0,50.0,erratic,49,49,56,49,61,66,,,,,,1.0,sredniaki
lumineon,lumineon,,,4,diamond-pearl,water,,Neon,1.2,24.0,4:4,75.0,161.0,20.0,50.0,erratic,69,69,76,69,86,91,,,,,,2.0,sredniaki
mantyke,mantyke,,,4,diamond-pearl,water,flying,Kite,1.0,65.0,4:4,25.0,69.0,25.0,50.0,slow,45,20,50,60,120,50,,,,,1.0,,sredniaki
snover,snover,,,4,diamond-pearl,grass,ice,Frost Tree,1.0,50.5,4:4,120.0,67.0,20.0,50.0,slow,60,62,50,62,60,40,,1.0,,,,,sredniaki
abomasnow,abomasnow,,,4,diamond-pearl,grass,ice,Frost Tree,2.2,135.5,4:4,60.0,173.0,20.0,50.0,slow,90,92,75,92,85,60,,1.0,,1.0,,,sredniaki
abomasnow-mega,abomasnow,mega,Mega Abomasnow,6,x-y,grass,ice,Frost Tree,2.7,185.0,4:4,60.0,208.0,20.0,50.0,slow,90,132,105,132,105,30,,1.0,,1.0,,,sredniaki
weavile,weavile,,,4,diamond-pearl,dark,ice,Sharp Claw,1.1,34.0,4:4,45.0,179.0,20.0,35.0,medium slow,70,120,65,45,85,125,,1.0,,,,1.0,agresorzy
magnezone,magnezone,,,4,diamond-pearl,electric,steel,Magnet Area,1.2,180.0,genderless,30.0,268.0,20.0,50.0,medium fast,70,70,115,130,90,60,,,,3.0,,,specjalni
lickilicky,lickilicky,,,4,diamond-pearl,normal,,Licking,1.7,140.0,4:4,30.0,180.0,20.0,50.0,medium fast,110,85,95,80,95,50,3.0,,,,,,sredniaki
rhyperior,rhyperior,,,4,diamond-pearl,ground,rock,Drill,2.4,282.8,4:4,30.0,241.0,20.0,50.0,slow,115,140,130,55,55,40,,3.0,,,,,grubole
tangrowth,tangrowth,,,4,diamond-pearl,grass,,Vine,2.0,128.6,4:4,30.0,187.0,20.0,50.0,medium fast,100,100,125,110,50,50,,,2.0,,,,sredniaki
electivire,electivire,,,4,diamond-pearl,electric,,Thunderbolt,1.8,138.6,2:6,30.0,243.0,25.0,50.0,medium fast,75,123,67,95,85,95,,3.0,,,,,specjalni
magmortar,magmortar,,,4,diamond-pearl,fire,,Blast,1.6,68.0,2:6,30.0,243.0,25.0,50.0,medium fast,75,95,67,125,95,83,,,,3.0,,,specjalni
togekiss,togekiss,,,4,diamond-pearl,fairy,flying,Jubilee,1.5,38.0,1:7,30.0,245.0,10.0,50.0,fast,85,50,95,120,115,80,,,,2.0,1.0,,specjalni
yanmega,yanmega,,,4,diamond-pearl,bug,flying,Ogre Darner,1.9,51.5,4:4,30.0,180.0,20.0,50.0,medium fast,86,76,86,116,56,95,,2.0,,,,,sredniaki
leafeon,leafeon,,,4,diamond-pearl,grass,,Verdant,1.0,25.5,1:7,45.0,184.0,35.0,35.0,medium fast,65,110,130,60,65,95,,,2.0,,,,sredniaki
glaceon,glaceon,,,4,diamond-pearl,ice,,Fresh Snow,0.8,25.9,1:7,45.0,184.0,35.0,35.0,medium fast,65,60,110,130,95,65,,,,2.0,,,sredniaki
gliscor,gliscor,,,4,diamond-pearl,ground,flying,Fang Scorp,2.0,42.5,4:4,30.0,179.0,20.0,50.0,medium slow,75,95,125,45,75,95,,,2.0,,,,grubole
mamoswine,mamoswine,,,4,diamond-pearl,ice,ground,Twin Tusk,2.5,291.0,4:4,50.0,239.0,20.0,50.0,slow,110,130,80,70,60,80,,3.0,,,,,sredniaki
porygon-z,porygon-z,,,4,diamond-pearl,normal,,Virtual,0.9,34.0,genderless,30.0,241.0,20.0,50.0,medium fast,85,80,70,135,75,90,,,,3.0,,,sredniaki
gallade,gallade,,,4,diamond-pearl,psychic,fighting,Blade,1.6,52.0,0,45.0,259.0,20.0,35.0,slow,68,125,65,65,115,80,,3.0,,,,,specjalni
gallade-mega,gallade,mega,Mega Gallade,6,omega-ruby-alpha-sapphire,psychic,fighting,Blade,1.6,56.4,0,45.0,278.0,20.0,35.0,slow,68,165,95,65,115,110,,3.0,,,,,specjalni
probopass,probopass,,,4,diamond-pearl,rock,steel,Compass,1.4,340.0,4:4,60.0,184.0,20.0,50.0,medium fast,60,55,145,75,150,40,,,1.0,,2.0,,grubole
dusknoir,dusknoir,,,4,diamond-pearl,ghost,,Gripper,2.2,106.6,4:4,45.0,236.0,25.0,35.0,fast,45,100,135,65,135,45,,,1.0,,2.0,,specjalni
froslass,froslass,,,4,diamond-pearl,ice,ghost,Snow Land,1.3,26.6,8:0,75.0,168.0,20.0,50.0,medium fast,70,80,70,80,70,110,,,,,,2.0,sredniaki
rotom,rotom,,,4,diamond-pearl,electric,ghost,Plasma,0.3,0.3,genderless,45.0,154.0,20.0,50.0,medium fast,50,50,77,95,77,91,,,,1.0,,1.0,specjalni
rotom-heat,rotom,heat,Heat Rotom,4,diamond-pearl,electric,fire,Plasma,0.3,0.3,genderless,45.0,182.0,20.0,50.0,medium fast,50,65,107,105,107,86,,,,1.0,,1.0,specjalni
rotom-wash,rotom,wash,Wash Rotom,4,diamond-pearl,electric,water,Plasma,0.3,0.3,genderless,45.0,182.0,20.0,50.0,medium fast,50,65,107,105,107,86,,,,1.0,,1.0,specjalni
rotom-frost,rotom,frost,Frost Rotom,4,diamond-pearl,electric,ice,Plasma,0.3,0.3,genderless,45.0,182.0,20.0,50.0,medium fast,50,65,107,105,107,86,,,,1.0,,1.0,specjalni
rotom-fan,rotom,fan,Fan Rotom,4,diamond-pearl,electric,flying,Plasma,0.3,0.3,genderless,45.0,182.0,20.0,50.0,medium fast,50,65,107,105,107,86,,,,1.0,,1.0,specjalni
rotom-mow,rotom,mow,Mow Rotom,4,diamond-pearl,electric,grass,Plasma,0.3,0.3,genderless,45.0,182.0,20.0,50.0,medium fast,50,65,107,105,107,86,,,,1.0,,1.0,specjalni
uxie,uxie,,,4,diamond-pearl,psychic,,Knowledge,0.3,0.3,genderless,3.0,290.0,80.0,140.0,slow,75,75,130,75,130,95,,,2.0,,1.0,,specjalni
mesprit,mesprit,,,4,diamond-pearl,psychic,,Emotion,0.3,0.3,genderless,3.0,290.0,80.0,140.0,slow,80,105,105,105,105,80,,1.0,,1.0,1.0,,specjalni
azelf,azelf,,,4,diamond-pearl,psychic,,Willpower,0.3,0.3,genderless,3.0,290.0,80.0,140.0,slow,75,125,70,125,70,115,,2.0,,1.0,,,specjalni
dialga,dialga,,,4,diamond-pearl,steel,dragon,Temporal,5.4,683.0,genderless,3.0,340.0,120.0,0.0,slow,100,120,120,150,100,90,,,,3.0,,,grubole
dialga-origin,dialga,origin,Origin Forme,8,legends-arceus,steel,dragon,Temporal,7.0,850.0,genderless,3.0,340.0,120.0,0.0,slow,100,100,120,150,120,90,,,,3.0,,,grubole
